,train_acc,val_acc,train_prec,val_prec,train_recall,val_recall,train_auc,val_auc,train_fp,val_fp,train_tp,val_tp,train_fn,val_fn,train_tn,val_tn
empty_model,,,,,,,,,,,,,,,,
